#Region,#State,#City,#Sales Method,#Product_Name,#Product_ID,#Discount,#Description,#Rating,#Reviews,#Right_Side_Img,#Sole_Img,#Left_Side_Img,#Top_Img,#Angle_Img,#Back_Side_Img,#Price_Amount,#Listing_Price_Amount,
South,Texas,Dallas,Outlet,NikeCourt Royale,749747-010,10,"Inspired by the original that debuted in 1985, the Air Jordan 1 Low offers a clean, classic look that's familiar yet always fresh. It's made for casual mode, with an iconic design that goes with everything and never goes out of style.",5,34,https://static.nike.com/a/images/t_PDP_1728_v1/fvsemxyni5ju39y48ysn/air-jordan-1-low-shoe-6Q1tFM.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ufdpdycyxiex8giiew3s/air-jordan-1-low-shoe-6Q1tFM.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/bseidu37r77dmy3barnl/air-jordan-1-low-shoe-6Q1tFM.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/js0hsb1hmyjvz4qvl0xc/air-jordan-1-low-shoe-6Q1tFM.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/w4vkgrtxkgblijlp5zf9/air-jordan-1-low-shoe-6Q1tFM.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/rp3airm6aw8pxjacsxff/air-jordan-1-low-shoe-6Q1tFM.jpg,$8995,$0,
South,Texas,Dallas,Outlet,Nike Air Huarache,634835-108,10,"Inspired by spacesuits, the Jordan Proto-React Z has a futuristic look with a fit and feel made for all-day wear. Responsive cushioning gives you more bounce with less weight, while an aeronautics-inspired shroud and snug bootie help keep you strapped in.",5,5,https://static.nike.com/a/images/t_PDP_1728_v1/zxexya7jxod36ds1saet/jordan-proto-react-z-shoe-GmnRcs.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ocuf1tvadhvcrhvezglj/jordan-proto-react-z-shoe-GmnRcs.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/rj67irxrtaamyneuok6p/jordan-proto-react-z-shoe-GmnRcs.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/rvq8wu57aylf7lxhjdxk/jordan-proto-react-z-shoe-GmnRcs.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/huzrr0kbmfgld1sze4yt/jordan-proto-react-z-shoe-GmnRcs.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/v2zkn7peztg0icb9h8wy/jordan-proto-react-z-shoe-GmnRcs.jpg,$11197,$13995,
South,Texas,Dallas,Outlet,KD Trey 5 VII EP,AT1198-401,10,The Nike Air Force 1 SP adds a shiny metallic finish to the details that made the original an icon.,5,3,https://static.nike.com/a/images/t_PDP_1728_v1/uqlntxm9u2wckpv3nvpn/air-force-1-sp-shoe-LRDvjj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/mgghj5gm8vkz3yjhdcqz/air-force-1-sp-shoe-LRDvjj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/uxi9qhol50oct8nnasxe/air-force-1-sp-shoe-LRDvjj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/j19nlqkstds68rvg9lqs/air-force-1-sp-shoe-LRDvjj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/apk7l5vn5c7omtwe7ogx/air-force-1-sp-shoe-LRDvjj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dtpl89s2addcs9unxhy4/air-force-1-sp-shoe-LRDvjj.jpg,$12995,$0,
South,Texas,Dallas,Outlet,Nike Phantom Venom Academy FG,AO0566-606,10,"The Nike Zoom Pegasus Turbo is the Pegasus you know and love with major upgrades for speed. The featherlight upper looks as fast as it feels, while the revolutionary Nike ZoomX foam that was designed for elite Nike runners during the Breaking 2 attempt brings record-breaking speed and responsiveness to your daily training runs.",4,20,https://c.static-nike.com/a/images/t_PDP_1728_v1/x1jprz9ri8btch82mdsq/zoom-pegasus-turbo-running-shoe-Cvsms5.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/smtylxvfaua68p0ul73j/zoom-pegasus-turbo-running-shoe-Cvsms5.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/epsuylxbtvowxluqx0uj/zoom-pegasus-turbo-running-shoe-Cvsms5.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/fsy4v5sy2n6zpghwcoxy/zoom-pegasus-turbo-running-shoe-Cvsms5.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/gwetyac568kdzkovywch/zoom-pegasus-turbo-running-shoe-Cvsms5.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/a4yfzdniftlvmqxsiw8a/zoom-pegasus-turbo-running-shoe-Cvsms5.jpg,$15995,$0,
South,Texas,Dallas,Outlet,Nike Mercurial Vapor XII Club MG,AH7378-801,10,"An ideal performer for runs of up to 3 miles, the Nike Free RN 5.0 returns to its roots as a running shoe. A stripped-down upper with single-layer mesh is stretchy to feel like a second skin. The lightweight midsole with less foam makes it easy to hit the ground running.",5,13,https://static.nike.com/a/images/t_PDP_1728_v1/mhhgfrgzqsd6vecp415y/free-rn-5-running-shoe-fx7j0x.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/rjqaftqhlgzzstqt4qip/free-rn-5-running-shoe-fx7j0x.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/il4wbelvtqfpojjb0fjo/free-rn-5-running-shoe-fx7j0x.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dswszdimy8ldd2xg59oo/free-rn-5-running-shoe-fx7j0x.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/w0u6urpjkscnaavupl1h/free-rn-5-running-shoe-fx7j0x.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/mpc9acfwmbz0eoutgbbf/free-rn-5-running-shoe-fx7j0x.jpg,$4797,$7995,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Air Max Bella TR 2,AQ7492-010,10,"The iconic Nike Air Zoom Pegasus 36 returns with more cooling perforations and mesh in the upper that targets breathability across high-heat areas. A slimmer heel collar and tongue reduces bulk, while exposed cables give you a snug fit at higher speeds.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/5ab0ab13-a74d-4785-9521-ff30d35cb5e0/air-zoom-pegasus-36-running-shoe-FqkFBB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e9b197dd-3739-42d5-a132-7a0f487e95ec/air-zoom-pegasus-36-running-shoe-FqkFBB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/46562140-6928-4cba-a927-ab8b8efe297e/air-zoom-pegasus-36-running-shoe-FqkFBB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/d85b07b4-097c-4c9a-b36b-c51f38e5a303/air-zoom-pegasus-36-running-shoe-FqkFBB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e9b99a65-b21f-4fb5-9cde-9cbed0b062fd/air-zoom-pegasus-36-running-shoe-FqkFBB.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/91fa5115-07c6-4d05-8fd8-5e979782ae7f/air-zoom-pegasus-36-running-shoe-FqkFBB.jpg,$10995,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Air Zoom Terra Kiger 6,CJ0220-400,10,"The Nike Phantom Venom Academy TF is engineered for powerful, precise strikes that win games. Ridges on the instep help create spin to control the flight of the ball. The sole provides the turf traction needed to unleash at any moment.",5,1,https://static.nike.com/a/images/t_PDP_1728_v1/9ba6a211-6218-42d2-a095-75c74f168fc5/phantom-venom-academy-tf-football-shoe-2RWKVD.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/0f808fc0-cd48-4307-92d4-e31869c6a5ab/phantom-venom-academy-tf-football-shoe-2RWKVD.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/c9931f10-1ad5-41f1-aadd-9d58de2ac2d2/phantom-venom-academy-tf-football-shoe-2RWKVD.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/4147cf6f-98f2-4900-964b-40bdf932f090/phantom-venom-academy-tf-football-shoe-2RWKVD.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dda50506-0362-4f2c-a01b-91a9bc5cba95/phantom-venom-academy-tf-football-shoe-2RWKVD.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/315aea40-ed52-4f11-a3ab-340a39acb3d9/phantom-venom-academy-tf-football-shoe-2RWKVD.jpg,$7495,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Jordan Proto-React Z,CI3794-600,10,"The Kyrie 4 Men's Basketball Shoe is ultra-flexible, responsive and supportive. It's designed for Kyrie Irving's sudden changes of direction and smooth yet rapid playing style.",5,19,https://c.static-nike.com/a/images/t_PDP_1728_v1/sgyyeruriokgudaex8pp/kyrie-4-basketball-shoe-vObdeZ.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/suwrhvys06fhxsw01xli/kyrie-4-basketball-shoe-vObdeZ.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/udgprzqpsiih7z5pmyet/kyrie-4-basketball-shoe-vObdeZ.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/vynd0gakynuenzulglt8/kyrie-4-basketball-shoe-vObdeZ.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/fnyvpd1fhef1et7k8p7u/kyrie-4-basketball-shoe-vObdeZ.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/inrnpoojl5kbcsemxgql/kyrie-4-basketball-shoe-vObdeZ.jpg,$10995,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Air Force 1 SP,CQ6566-700,10,"Designed to withstand the demands of cross-training, the Nike Metcon 4 XD Patch delivers abrasion resistance with a 3D-printed upper for long-lasting wear. It comes with a set of 6 patches so you can customise your look with what motivates you most.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/jrrbeipcrnhyzptq99xw/metcon-4-xd-patch-training-shoe-jVSmDk.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/km4h79mkf2bnd0z1vxgt/metcon-4-xd-patch-training-shoe-jVSmDk.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/id7rohhblunsjr6d2bri/metcon-4-xd-patch-training-shoe-jVSmDk.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/sqie5x9e0rypnkc3njfc/metcon-4-xd-patch-training-shoe-jVSmDk.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/ow7pdwwcm5s0djotk31d/metcon-4-xd-patch-training-shoe-jVSmDk.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/bkewdief41l2ydijepcg/metcon-4-xd-patch-training-shoe-jVSmDk.jpg,$11995,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Zoom Pegasus Turbo,AJ4115-060,10,"As fresh as the day it debuted, the NikeCourt Royale SL features classic, clean lines, a durable synthetic leather upper and a rubber cupsole for all-day comfort.",0,0,https://c.static-nike.com/a/images/t_PDP_1728_v1/ee9vxaajhqfkihgpxwmm/nikecourt-royale-sl-shoe-L8S17s.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/kzx2yxsds3nquvlsl0ze/nikecourt-royale-sl-shoe-L8S17s.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/my7ufa6xtujb0xqduv0m/nikecourt-royale-sl-shoe-L8S17s.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/quimvctv5f2ygbzoz0kw/nikecourt-royale-sl-shoe-L8S17s.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/mzlmfn6sbgwjboryhk4d/nikecourt-royale-sl-shoe-L8S17s.jpg,https://c.static-nike.com/a/images/t_PDP_1728_v1/scygljb6abgekj8rdng3/nikecourt-royale-sl-shoe-L8S17s.jpg,$3197,$3995,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Free RN 5.0,AQ1316-500,10,"The Nike React Metcon takes the stability and traction from the training original and pairs it with Nike's most comfortable cushioning. Tackle high-impact and lifting workouts with a light, breathable upper and durable grip to keep you going.",4,3,https://static.nike.com/a/images/t_PDP_1728_v1/f27d089b-21f2-4240-b78f-5a04f04a1caa/react-metcon-training-shoe-gLnbhP.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dc5158e6-cdb9-440e-9f60-e4d1b563551c/react-metcon-training-shoe-gLnbhP.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/3c802544-3370-40b2-9aa8-f2a2e8619540/react-metcon-training-shoe-gLnbhP.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/368895ff-4248-4d15-bd09-7ea8e008fa33/react-metcon-training-shoe-gLnbhP.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/46b5e025-6f1e-43dd-b0e9-fb401bf2f085/react-metcon-training-shoe-gLnbhP.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/00b39e50-f11e-4864-a4ec-0a43691d8875/react-metcon-training-shoe-gLnbhP.jpg,$12995,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Air Jordan OG,133000-106,10,The Nike Phantom Vision 2 Academy Dynamic Fit TF has a textured NIKESKIN overlay for durability and precise touch. Covered laces keep your striking surface clear.,0,0,https://static.nike.com/a/images/t_PDP_1728_v1/9b773bd3-6651-4fe0-bdad-392f3c3480b8/phantom-vision-2-academy-dynamic-fit-tf-artificial-football-shoe-zm1pFj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/cbd717d9-c708-41d5-a86c-95cf7051e618/phantom-vision-2-academy-dynamic-fit-tf-artificial-football-shoe-zm1pFj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/856b7477-ba3f-42ad-b95b-5878ecc15f48/phantom-vision-2-academy-dynamic-fit-tf-artificial-football-shoe-zm1pFj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/bcd4ec02-1003-478b-b7f3-b20a00986bb2/phantom-vision-2-academy-dynamic-fit-tf-artificial-football-shoe-zm1pFj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/dcb6ce54-1bf7-4918-bbc0-bfce689c00cf/phantom-vision-2-academy-dynamic-fit-tf-artificial-football-shoe-zm1pFj.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/7811d35f-bd36-412a-ae51-b209e97a6a18/phantom-vision-2-academy-dynamic-fit-tf-artificial-football-shoe-zm1pFj.jpg,$8495,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Air Zoom Pegasus 36,BV5740-101,10,"30 years after its original release, the Nike Air Max 90 is back to celebrate the new year. A tonal graphic print, inspired by the folk art of paper cutting, celebrates breakthrough moments from the past that also coincided with the Year of the Rat. Soft, sateen-like material, classic TPU accents and hints of metallic silver finish this design that marks the beginning of a new decade and zodiac cycle.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/77603929-32aa-4c97-a2ea-7aca5ce46ea3/air-max-90-shoe-Ppqwzq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/32db8707-9512-4eda-9154-5b5579bca2c5/air-max-90-shoe-Ppqwzq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/bd1a1ea8-5eca-4b4f-aa4e-206d2e19312c/air-max-90-shoe-Ppqwzq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/665ba278-5fe4-416a-8cd8-3f512ea0f259/air-max-90-shoe-Ppqwzq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/0ec89f04-9000-414e-afcb-5bc2d4879fc4/air-max-90-shoe-Ppqwzq.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/e0207761-157d-4b90-83cb-11ec88755a55/air-max-90-shoe-Ppqwzq.jpg,$9995,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Air Max Tailwind IV SE,CJ9681-001,10,"The Nike Air Max 270 React uses lightweight, layered, no-sew materials to create a modern style that looks as good as it feels.",5,6,https://static.nike.com/a/images/t_PDP_1728_v1/i1-869fe624-7507-4554-9eb1-8444cd8040b1/air-max-270-react-shoe-0gd9QL.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-787fdc4a-2c96-441b-92f9-1d35aedebad2/air-max-270-react-shoe-0gd9QL.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-49a0af11-f338-4324-b069-159e319d359f/air-max-270-react-shoe-0gd9QL.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-d6cc7171-6172-49d9-84b2-8537be6d1054/air-max-270-react-shoe-0gd9QL.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-933b7bc6-5297-4013-a066-2c0540b688f5/air-max-270-react-shoe-0gd9QL.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/i1-f7160f01-0fce-4423-9d14-14f0e5a7a88e/air-max-270-react-shoe-0gd9QL.jpg,$12995,$0,
Northeast,Pennsylvania,Philadelphia,Outlet,Nike Air VaporMax 2019 Premium,AT6817-300,10,"The Nike Zoom Fly SP Fast Shoe features a deconstructed upper to make the shoe lightweight and distraction-free. Underfoot, Nike React technology combines with a full-length carbon-infused nylon plate to deliver revolutionary energy return.",0,0,https://static.nike.com/a/images/t_PDP_1728_v1/qpk9jihrforstekpmbus/zoom-fly-sp-fast-running-shoe-MnZ83P.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/cjrvpgrcw70u9gun4qda/zoom-fly-sp-fast-running-shoe-MnZ83P.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/qhmgvxhohgrbx6sdbhwo/zoom-fly-sp-fast-running-shoe-MnZ83P.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/w0t2o3owrrofl5f3aqwp/zoom-fly-sp-fast-running-shoe-MnZ83P.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/am7hvirjeukkqbhbiinv/zoom-fly-sp-fast-running-shoe-MnZ83P.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/hy0mgcnmi9zvuhoqazlv/zoom-fly-sp-fast-running-shoe-MnZ83P.jpg,$10197,$16995,
Northeast,Pennsylvania,Philadelphia,Outlet,NikeCourt Air Zoom Vapor Cage 4,CD0431-107,10,"With DIY attitude and classic tennis shoe appeal, the Nike Drop-Type puts a raw, experimental edge on an iconic look. Featuring distinct lines that borrow from the NikeCourt series, an exposed foam tongue and N354 branding, it lets your shoes do the talking.",4,1,https://static.nike.com/a/images/t_PDP_1728_v1/m5u3hbtedpsi3ef6i9s6/drop-type-shoe-1fZrf5.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/juixabc5znwyfwcmdlnr/drop-type-shoe-1fZrf5.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/tnl1uacedyjjdfzgyfh9/drop-type-shoe-1fZrf5.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/jxsjs173s9ulfyuhuox2/drop-type-shoe-1fZrf5.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/j2mhylenng9h0om6n5i1/drop-type-shoe-1fZrf5.jpg,https://static.nike.com/a/images/t_PDP_1728_v1/yggu6chqsqmakwbwtc57/drop-type-shoe-1fZrf5.jpg,$5995,$0,
